PG_ID,Location,Latitude,Longitude,Distance_From_Center_KM,Rent,Sharing,Gender,Meals_Per_Day,Weekend_Food,WiFi,AC,Laundry,Parking,Housekeeping,Lift,Security,CCTV,Power_Backup,Drinking_Water,Floors,Food_Type,Pets_Allowed,Visitors_Allowed,Smoking_Area,Curfew_Time,Available_From,Availability
429,kothanur,13.06,77.65,6.5,18972,Single,Co-ed,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,Veg,Yes,Yes,Yes,10:00 PM,29-04-2026,Full
430,kodigehalli,13.07,77.58,4.32,18069,Single,Boys,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3,Non-Veg,No,No,No,9:00 PM,27-04-2026,Available
431,kalyan nagar,13.025,77.64,4.9,10663,Double,Girls,2,No,No,Yes,No,No,No,Yes,No,No,No,Yes,5,Veg,No,Yes,Yes,11:00 PM,06-05-2026,Available
432,kothanur,13.06,77.65,6.5,12167,Single,Boys,2,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,3,Veg,No,Yes,No,9:00 PM,08-05-2026,Full
433,kalyan nagar,13.025,77.64,4.9,7293,Double,Boys,3,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,1,Veg,Yes,No,Yes,11:00 PM,20-05-2026,Available
434,kodigehalli,13.07,77.58,4.32,16060,Single,Girls,3,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,3,Veg,Yes,Yes,No,No Curfew,03-05-2026,Full
435,sahakar nagar,13.06,77.58,3.36,9144,Double,Co-ed,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2,Non-Veg,No,Yes,No,9:00 PM,21-04-2026,Available
436,horamavu,13.03,77.67,8.12,4141,Triple,Boys,2,No,Yes,No,No,No,No,No,Yes,No,No,Yes,3,Veg,No,No,No,9:00 PM,17-05-2026,Full
437,horamavu,13.03,77.67,8.12,5012,Triple,Boys,3,No,No,No,No,No,No,No,No,No,No,Yes,4,Non-Veg,Yes,Yes,No,11:00 PM,15-05-2026,Full
438,nagawara,13.04,77.62,2.61,9939,Single,Girls,2,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,5,Both,No,Yes,Yes,11:00 PM,10-05-2026,Available
439,bagalur,13.12,77.65,11.12,9388,Double,Girls,3,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,1,Veg,No,No,Yes,11:00 PM,05-05-2026,Available
440,kalyan nagar,13.025,77.64,4.9,5506,Triple,Co-ed,2,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,3,Both,No,No,No,9:00 PM,21-04-2026,Available
441,kodigehalli,13.07,77.58,4.32,7473,Triple,Co-ed,3,No,No,No,No,Yes,No,No,Yes,No,No,Yes,1,Veg,No,No,No,No Curfew,20-05-2026,Available
442,kodigehalli,13.07,77.58,4.32,5515,Triple,Girls,2,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,1,Non-Veg,No,No,No,No Curfew,23-04-2026,Full
443,rt nagar,13.022,77.594,1.48,4146,Triple,Boys,2,No,No,Yes,No,No,No,No,No,No,No,Yes,3,Both,No,Yes,No,9:00 PM,13-05-2026,Full
444,hennur,13.05,77.64,5.06,9496,Single,Co-ed,2,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,4,Non-Veg,No,Yes,No,9:00 PM,14-05-2026,Available
445,kothanur,13.06,77.65,6.5,5772,Triple,Girls,3,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,2,Non-Veg,No,Yes,No,9:00 PM,02-05-2026,Full
446,rt nagar,13.022,77.594,1.48,18268,Single,Girls,2,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,3,Veg,Yes,Yes,No,11:00 PM,24-04-2026,Full
447,kothanur,13.06,77.65,6.5,10774,Single,Boys,3,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2,Non-Veg,No,Yes,No,9:00 PM,26-04-2026,Available
448,yelahanka,13.1,77.596,7.22,6029,Double,Boys,3,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,1,Both,No,No,Yes,10:00 PM,03-05-2026,Available
449,rt nagar,13.022,77.594,1.48,7028,Triple,Girls,2,No,No,Yes,No,No,No,No,No,No,No,Yes,2,Non-Veg,Yes,No,No,11:00 PM,09-05-2026,Available
450,jakkur,13.08,77.6,5.01,14192,Single,Co-ed,2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,5,Non-Veg,No,No,Yes,10:00 PM,30-04-2026,Available
451,kothanur,13.06,77.65,6.5,6924,Double,Girls,3,Yes,No,No,No,No,No,No,No,No,No,Yes,1,Both,No,No,No,No Curfew,23-04-2026,Available
452,kammanahalli,13.02,77.635,4.53,12574,Single,Girls,3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,3,Non-Veg,No,No,No,11:00 PM,15-05-2026,Available
453,bagalur,13.12,77.65,11.12,11142,Double,Co-ed,3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,5,Veg,No,Yes,No,10:00 PM,30-04-2026,Full
454,rt nagar,13.022,77.594,1.48,11744,Double,Boys,3,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,2,Both,No,No,Yes,10:00 PM,08-05-2026,Available
455,nagawara,13.04,77.62,2.61,10690,Single,Boys,2,No,Yes,No,No,Yes,No,No,No,No,No,Yes,1,Non-Veg,Yes,Yes,No,11:00 PM,03-05-2026,Available
456,kalyan nagar,13.025,77.64,4.9,7336,Triple,Boys,3,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,4,Veg,Yes,Yes,Yes,10:00 PM,30-04-2026,Available
457,hennur,13.05,77.64,5.06,10593,Double,Co-ed,2,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,1,Veg,No,No,No,10:00 PM,26-04-2026,Full
458,nagawara,13.04,77.62,2.61,5624,Triple,Boys,2,Yes,No,No,No,No,No,No,No,No,No,Yes,1,Non-Veg,Yes,No,No,11:00 PM,15-05-2026,Available
459,kalyan nagar,13.025,77.64,4.9,7633,Triple,Girls,3,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,1,Non-Veg,Yes,Yes,No,No Curfew,19-05-2026,Full
460,sahakar nagar,13.06,77.58,3.36,7854,Triple,Co-ed,3,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,2,Both,No,No,Yes,11:00 PM,15-05-2026,Full
461,yelahanka,13.1,77.596,7.22,16838,Single,Co-ed,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,Both,Yes,Yes,No,10:00 PM,15-05-2026,Available
462,hennur,13.05,77.64,5.06,9811,Double,Co-ed,3,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,1,Veg,No,Yes,No,9:00 PM,22-04-2026,Available
463,bagalur,13.12,77.65,11.12,8411,Double,Co-ed,2,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,5,Non-Veg,No,No,Yes,11:00 PM,21-04-2026,Full
464,bagalur,13.12,77.65,11.12,7485,Double,Girls,3,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,3,Both,Yes,Yes,No,11:00 PM,13-05-2026,Full
465,nagawara,13.04,77.62,2.61,4565,Triple,Boys,3,No,No,No,No,No,No,No,No,No,No,Yes,5,Non-Veg,No,No,Yes,10:00 PM,07-05-2026,Full
466,hebbal,13.035,77.597,0,6671,Double,Girls,2,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,2,Veg,Yes,Yes,No,9:00 PM,17-05-2026,Full
467,kammanahalli,13.02,77.635,4.53,8539,Double,Girls,3,No,No,No,Yes,Yes,No,No,No,No,No,Yes,5,Non-Veg,No,Yes,No,10:00 PM,11-05-2026,Full
468,kammanahalli,13.02,77.635,4.53,7353,Triple,Girls,2,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,1,Veg,Yes,No,No,11:00 PM,26-04-2026,Full
469,horamavu,13.03,77.67,8.12,18611,Single,Girls,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,5,Both,No,Yes,Yes,9:00 PM,18-05-2026,Available
470,nagawara,13.04,77.62,2.61,4466,Triple,Girls,3,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Veg,Yes,No,No,10:00 PM,07-05-2026,Available
471,kalyan nagar,13.025,77.64,4.9,6011,Triple,Co-ed,2,No,No,No,No,No,No,No,No,Yes,No,Yes,4,Veg,Yes,Yes,No,10:00 PM,16-05-2026,Available
472,jakkur,13.08,77.6,5.01,5110,Triple,Co-ed,3,No,No,No,No,No,No,No,No,No,No,Yes,2,Non-Veg,No,Yes,No,No Curfew,27-04-2026,Available
473,rt nagar,13.022,77.594,1.48,7695,Triple,Girls,3,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,2,Both,No,Yes,No,No Curfew,19-05-2026,Full
474,hebbal,13.035,77.597,0,11373,Single,Boys,3,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,3,Both,No,Yes,No,11:00 PM,14-05-2026,Available
475,hennur,13.05,77.64,5.06,7181,Triple,Co-ed,2,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,1,Non-Veg,No,Yes,Yes,No Curfew,17-05-2026,Full
476,kammanahalli,13.02,77.635,4.53,7931,Triple,Boys,3,No,No,No,No,No,Yes,Yes,No,No,No,Yes,3,Non-Veg,No,Yes,No,9:00 PM,25-04-2026,Available
477,kodigehalli,13.07,77.58,4.32,4442,Triple,Girls,2,No,No,No,No,No,No,No,No,Yes,No,Yes,2,Non-Veg,No,No,No,10:00 PM,05-05-2026,Available
478,vidyaranyapura,13.08,77.55,7.22,16205,Single,Girls,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,5,Veg,No,Yes,Yes,10:00 PM,23-04-2026,Full
479,thanisandra,13.05,77.62,3.05,15176,Single,Girls,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,2,Non-Veg,No,Yes,Yes,9:00 PM,15-05-2026,Full
480,nagawara,13.04,77.62,2.61,5868,Triple,Boys,2,No,No,No,Yes,No,No,No,No,No,Yes,Yes,3,Non-Veg,No,No,No,11:00 PM,24-04-2026,Full
481,thanisandra,13.05,77.62,3.05,7444,Triple,Girls,2,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,5,Both,No,No,No,11:00 PM,04-05-2026,Available
482,jakkur,13.08,77.6,5.01,9271,Double,Girls,3,No,No,No,No,No,Yes,Yes,No,No,No,Yes,5,Both,No,Yes,Yes,No Curfew,18-05-2026,Full
483,vidyaranyapura,13.08,77.55,7.22,4485,Triple,Girls,2,No,No,No,Yes,No,No,No,No,No,No,Yes,5,Non-Veg,No,No,No,11:00 PM,04-05-2026,Full
484,kodigehalli,13.07,77.58,4.32,9523,Double,Boys,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,3,Non-Veg,No,Yes,No,11:00 PM,09-05-2026,Full
485,kothanur,13.06,77.65,6.5,10329,Single,Co-ed,2,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,3,Both,Yes,No,Yes,10:00 PM,26-04-2026,Full
486,nagawara,13.04,77.62,2.61,14876,Single,Co-ed,3,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,4,Veg,Yes,No,Yes,11:00 PM,02-05-2026,Available
487,thanisandra,13.05,77.62,3.05,6696,Triple,Girls,2,No,No,No,No,No,No,No,No,Yes,Yes,Yes,3,Both,No,No,No,10:00 PM,12-05-2026,Full
488,yelahanka,13.1,77.596,7.22,18996,Single,Co-ed,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,Non-Veg,No,Yes,No,11:00 PM,05-05-2026,Full
489,kammanahalli,13.02,77.635,4.53,18255,Single,Girls,3,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,4,Non-Veg,No,Yes,Yes,9:00 PM,20-05-2026,Available
490,hebbal,13.035,77.597,0,9480,Single,Boys,2,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,Veg,No,Yes,No,11:00 PM,25-04-2026,Full
491,bagalur,13.12,77.65,11.12,5082,Triple,Co-ed,3,Yes,No,No,No,No,No,No,No,No,No,No,5,Veg,No,Yes,No,9:00 PM,10-05-2026,Available
492,kodigehalli,13.07,77.58,4.32,7137,Double,Girls,3,No,Yes,No,No,No,No,No,No,No,Yes,Yes,3,Both,No,No,No,No Curfew,09-05-2026,Full
493,hebbal,13.035,77.597,0,10021,Double,Boys,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,1,Veg,No,Yes,Yes,No Curfew,30-04-2026,Full
494,rt nagar,13.022,77.594,1.48,18911,Single,Boys,3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,Both,No,Yes,No,10:00 PM,12-05-2026,Available
495,thanisandra,13.05,77.62,3.05,16171,Single,Boys,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,1,Veg,No,No,No,10:00 PM,12-05-2026,Available
496,sahakar nagar,13.06,77.58,3.36,6594,Triple,Co-ed,2,No,No,No,No,No,No,No,Yes,No,Yes,No,1,Non-Veg,No,Yes,No,No Curfew,14-05-2026,Full
497,horamavu,13.03,77.67,8.12,9109,Double,Co-ed,2,No,Yes,No,No,No,No,No,No,Yes,No,No,4,Both,No,Yes,No,11:00 PM,08-05-2026,Full
498,thanisandra,13.05,77.62,3.05,7690,Double,Girls,2,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,2,Both,No,Yes,Yes,9:00 PM,14-05-2026,Full
499,yelahanka,13.1,77.596,7.22,5771,Triple,Boys,2,No,No,No,No,No,Yes,Yes,No,No,No,No,4,Non-Veg,No,Yes,No,No Curfew,24-04-2026,Available
500,vidyaranyapura,13.08,77.55,7.22,5756,Triple,Co-ed,2,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,3,Both,No,Yes,Yes,No Curfew,15-05-2026,Available
501,kammanahalli,13.02,77.635,4.53,10864,Single,Co-ed,3,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,5,Non-Veg,Yes,No,No,No Curfew,01-05-2026,Full
502,jakkur,13.08,77.6,5.01,9585,Double,Co-ed,3,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,4,Veg,No,Yes,No,10:00 PM,17-05-2026,Full
503,kammanahalli,13.02,77.635,4.53,10737,Double,Boys,2,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,3,Veg,No,Yes,No,11:00 PM,09-05-2026,Available
504,kalyan nagar,13.025,77.64,4.9,15305,Single,Boys,3,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,2,Both,No,Yes,No,10:00 PM,16-05-2026,Available
505,thanisandra,13.05,77.62,3.05,9185,Double,Boys,2,No,Yes,No,No,No,No,No,Yes,Yes,No,No,5,Non-Veg,No,Yes,Yes,9:00 PM,25-04-2026,Full
506,horamavu,13.03,77.67,8.12,4085,Triple,Girls,2,No,No,No,No,No,No,Yes,No,No,No,Yes,2,Veg,Yes,No,Yes,No Curfew,13-05-2026,Full
507,sahakar nagar,13.06,77.58,3.36,14672,Single,Girls,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,Veg,No,No,Yes,10:00 PM,12-05-2026,Available
508,vidyaranyapura,13.08,77.55,7.22,7941,Double,Girls,3,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,4,Veg,No,Yes,No,9:00 PM,27-04-2026,Available
509,jakkur,13.08,77.6,5.01,11234,Double,Girls,3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,3,Non-Veg,Yes,Yes,Yes,10:00 PM,11-05-2026,Full
510,jakkur,13.08,77.6,5.01,10692,Double,Girls,3,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,5,Non-Veg,No,Yes,Yes,9:00 PM,19-05-2026,Available
511,rt nagar,13.022,77.594,1.48,4264,Triple,Co-ed,3,No,No,No,No,No,Yes,No,No,Yes,No,Yes,1,Both,Yes,No,Yes,No Curfew,17-05-2026,Full
512,kalyan nagar,13.025,77.64,4.9,12631,Single,Boys,2,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,3,Both,Yes,No,No,9:00 PM,18-05-2026,Full
513,kodigehalli,13.07,77.58,4.32,7857,Triple,Girls,3,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,5,Both,No,Yes,Yes,11:00 PM,27-04-2026,Available
514,rt nagar,13.022,77.594,1.48,4528,Triple,Girls,2,No,No,No,No,No,No,No,No,No,No,Yes,3,Non-Veg,No,Yes,No,11:00 PM,25-04-2026,Available
515,bagalur,13.12,77.65,11.12,14644,Single,Girls,3,Yes,No,Yes,No,No,No,No,No,No,No,Yes,4,Both,Yes,No,No,No Curfew,11-05-2026,Available
516,nagawara,13.04,77.62,2.61,6345,Triple,Co-ed,3,No,No,Yes,No,No,Yes,No,No,No,No,Yes,5,Both,No,Yes,Yes,No Curfew,11-05-2026,Full
517,bagalur,13.12,77.65,11.12,8106,Double,Boys,3,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3,Non-Veg,No,No,No,10:00 PM,18-05-2026,Available
518,thanisandra,13.05,77.62,3.05,5757,Triple,Co-ed,3,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,4,Non-Veg,No,Yes,No,11:00 PM,25-04-2026,Available
519,kammanahalli,13.02,77.635,4.53,16494,Single,Co-ed,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,1,Veg,Yes,No,No,10:00 PM,09-05-2026,Available
520,horamavu,13.03,77.67,8.12,4138,Triple,Girls,3,Yes,No,No,No,No,No,No,Yes,No,No,Yes,5,Non-Veg,No,Yes,No,No Curfew,27-04-2026,Full
521,hebbal,13.035,77.597,0,17328,Single,Boys,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,2,Both,No,Yes,Yes,No Curfew,13-05-2026,Available
522,horamavu,13.03,77.67,8.12,13570,Single,Girls,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,5,Veg,No,Yes,No,9:00 PM,24-04-2026,Available
523,yelahanka,13.1,77.596,7.22,17775,Single,Co-ed,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Both,No,No,Yes,No Curfew,29-04-2026,Full
524,nagawara,13.04,77.62,2.61,9255,Single,Boys,3,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,4,Non-Veg,No,Yes,No,11:00 PM,04-05-2026,Full
525,kammanahalli,13.02,77.635,4.53,4582,Triple,Boys,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,2,Both,No,Yes,Yes,9:00 PM,07-05-2026,Available
526,jakkur,13.08,77.6,5.01,13829,Single,Co-ed,2,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,4,Both,No,Yes,No,9:00 PM,25-04-2026,Full
527,vidyaranyapura,13.08,77.55,7.22,14556,Single,Girls,3,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,4,Veg,No,Yes,Yes,11:00 PM,10-05-2026,Full
528,hennur,13.05,77.64,5.06,19238,Single,Co-ed,2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,Non-Veg,Yes,No,Yes,11:00 PM,12-05-2026,Full
529,kodigehalli,13.07,77.58,4.32,14044,Single,Co-ed,2,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,Non-Veg,Yes,Yes,Yes,No Curfew,04-05-2026,Available
530,kothanur,13.06,77.65,6.5,9719,Double,Girls,3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,5,Both,No,No,Yes,11:00 PM,13-05-2026,Full
531,kothanur,13.06,77.65,6.5,12853,Single,Girls,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Non-Veg,No,Yes,No,No Curfew,27-04-2026,Available
532,nagawara,13.04,77.62,2.61,19542,Single,Boys,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,Non-Veg,Yes,Yes,No,11:00 PM,17-05-2026,Full
533,nagawara,13.04,77.62,2.61,4256,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,5,Veg,Yes,Yes,No,10:00 PM,07-05-2026,Full
534,kalyan nagar,13.025,77.64,4.9,6340,Double,Girls,2,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,5,Non-Veg,No,Yes,No,11:00 PM,28-04-2026,Available
535,hennur,13.05,77.64,5.06,18160,Single,Co-ed,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Both,No,No,No,10:00 PM,25-04-2026,Available
536,bagalur,13.12,77.65,11.12,15629,Single,Boys,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,5,Veg,Yes,No,No,No Curfew,30-04-2026,Available
537,bagalur,13.12,77.65,11.12,6622,Triple,Co-ed,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,1,Veg,No,Yes,Yes,11:00 PM,22-04-2026,Full
538,kalyan nagar,13.025,77.64,4.9,15125,Single,Girls,3,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,Veg,No,Yes,No,No Curfew,09-05-2026,Full
539,nagawara,13.04,77.62,2.61,7282,Double,Co-ed,2,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,2,Non-Veg,No,Yes,No,No Curfew,17-05-2026,Full
540,hebbal,13.035,77.597,0,10200,Double,Boys,3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,5,Non-Veg,Yes,No,No,11:00 PM,23-04-2026,Full
541,kalyan nagar,13.025,77.64,4.9,5906,Triple,Co-ed,2,No,No,No,No,No,No,No,Yes,No,No,No,3,Veg,No,No,No,11:00 PM,05-05-2026,Available
542,sahakar nagar,13.06,77.58,3.36,19634,Single,Girls,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,Both,No,No,No,No Curfew,22-04-2026,Full
543,kothanur,13.06,77.65,6.5,10816,Single,Girls,3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,5,Veg,Yes,Yes,No,9:00 PM,18-05-2026,Full
544,yelahanka,13.1,77.596,7.22,4025,Triple,Girls,3,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,3,Both,No,Yes,No,11:00 PM,09-05-2026,Available
545,sahakar nagar,13.06,77.58,3.36,9331,Double,Boys,3,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,4,Both,No,Yes,Yes,10:00 PM,12-05-2026,Full
546,kodigehalli,13.07,77.58,4.32,9107,Single,Co-ed,2,No,No,No,Yes,No,No,No,No,Yes,No,Yes,1,Non-Veg,Yes,Yes,No,9:00 PM,24-04-2026,Full
547,vidyaranyapura,13.08,77.55,7.22,4848,Triple,Co-ed,3,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Both,Yes,Yes,Yes,No Curfew,27-04-2026,Available
548,kalyan nagar,13.025,77.64,4.9,16963,Single,Boys,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,Non-Veg,Yes,Yes,No,10:00 PM,25-04-2026,Full
549,hennur,13.05,77.64,5.06,7007,Triple,Boys,2,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,1,Both,Yes,Yes,Yes,10:00 PM,25-04-2026,Full
550,kammanahalli,13.02,77.635,4.53,4588,Triple,Girls,3,No,No,No,No,No,Yes,No,No,No,Yes,Yes,4,Veg,No,No,Yes,No Curfew,11-05-2026,Available
551,rt nagar,13.022,77.594,1.48,7948,Triple,Boys,2,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,4,Veg,No,Yes,No,No Curfew,21-04-2026,Available
552,horamavu,13.03,77.67,8.12,15201,Single,Girls,3,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,5,Both,No,Yes,Yes,10:00 PM,02-05-2026,Full
553,hennur,13.05,77.64,5.06,9288,Single,Co-ed,3,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,Non-Veg,No,Yes,No,11:00 PM,11-05-2026,Available
554,nagawara,13.04,77.62,2.61,9506,Double,Co-ed,3,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,5,Both,No,Yes,No,9:00 PM,09-05-2026,Full
555,horamavu,13.03,77.67,8.12,7753,Triple,Girls,3,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,4,Both,Yes,Yes,Yes,11:00 PM,16-05-2026,Available
556,kothanur,13.06,77.65,6.5,13839,Single,Girls,3,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,3,Non-Veg,No,Yes,No,9:00 PM,05-05-2026,Full
557,kodigehalli,13.07,77.58,4.32,11654,Single,Boys,3,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,4,Veg,No,Yes,No,9:00 PM,02-05-2026,Available
558,sahakar nagar,13.06,77.58,3.36,6278,Triple,Girls,3,No,No,Yes,No,No,No,No,No,Yes,No,Yes,5,Both,No,Yes,No,9:00 PM,22-04-2026,Full
559,kodigehalli,13.07,77.58,4.32,19038,Single,Co-ed,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,5,Veg,No,Yes,No,No Curfew,16-05-2026,Available
560,kothanur,13.06,77.65,6.5,16254,Single,Boys,2,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,1,Non-Veg,No,Yes,Yes,10:00 PM,23-04-2026,Available
561,hebbal,13.035,77.597,0,6477,Triple,Girls,3,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,5,Non-Veg,No,Yes,No,11:00 PM,08-05-2026,Available
562,nagawara,13.04,77.62,2.61,16145,Single,Boys,2,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,1,Veg,No,No,Yes,10:00 PM,19-05-2026,Available
563,horamavu,13.03,77.67,8.12,10627,Double,Boys,3,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,3,Both,No,No,No,No Curfew,21-04-2026,Full
564,sahakar nagar,13.06,77.58,3.36,7996,Triple,Co-ed,3,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,5,Non-Veg,No,No,No,10:00 PM,06-05-2026,Full
565,hennur,13.05,77.64,5.06,4496,Triple,Girls,3,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,3,Veg,No,Yes,No,11:00 PM,13-05-2026,Full
566,kothanur,13.06,77.65,6.5,16235,Single,Co-ed,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4,Non-Veg,No,Yes,No,11:00 PM,12-05-2026,Available
567,kalyan nagar,13.025,77.64,4.9,6908,Double,Girls,2,No,No,Yes,No,No,No,No,No,No,No,No,2,Both,No,Yes,No,9:00 PM,28-04-2026,Full
568,hennur,13.05,77.64,5.06,5654,Triple,Co-ed,2,No,No,No,No,No,No,No,No,No,No,Yes,2,Veg,Yes,No,Yes,10:00 PM,22-04-2026,Available
569,nagawara,13.04,77.62,2.61,4208,Triple,Co-ed,3,No,No,No,No,No,No,No,No,Yes,No,Yes,2,Non-Veg,No,Yes,No,9:00 PM,15-05-2026,Available
570,vidyaranyapura,13.08,77.55,7.22,9972,Single,Co-ed,3,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,4,Veg,No,Yes,Yes,9:00 PM,27-04-2026,Available
